Mass of chassis: 1.25
Time X Y Z
28.6339 -1.01348e-18 0.0932294 -9.12991e-12
28.6349 -1.02679e-18 0.0932294 -9.39639e-12
28.6359 -1.06851e-18 0.0932294 -9.38584e-12
28.6369 -1.04345e-18 0.0932294 -9.14432e-12
28.6379 -1.05676e-18 0.0932294 -8.71314e-12
28.6389 -1.07717e-18 0.0932294 -8.1209e-12
28.6399 -1.08479e-18 0.0932294 -7.39496e-12
28.6409 -1.07962e-18 0.0932294 -6.55867e-12
28.6419 -1.05172e-18 0.0932294 -5.62916e-12
28.6429 -9.10127e-19 0.0932294 -8.26261e-12
28.6439 -9.44749e-19 0.0932294 -1.02717e-11
28.6449 -9.65161e-19 0.0932294 -1.1733e-11
28.6459 -1.02252e-18 0.0932294 -1.27307e-11
28.6469 -1.03014e-18 0.0932294 -1.33368e-11
28.6479 -1.08324e-18 0.0932294 -9.97429e-12
28.6489 -1.07949e-18 0.0932294 -6.8867e-12
28.6499 -1.10133e-18 0.0932294 -4.05992e-12
28.6509 -1.09332e-18 0.0932294 -1.45855e-12
28.6519 -1.11941e-18 0.0932294 9.50743e-13
28.6529 -1.12703e-18 0.0932294 3.19173e-12
28.6539 -1.14034e-18 0.0932294 5.29058e-12
28.6549 -1.14228e-18 0.0932294 7.26684e-12
28.6559 -1.12432e-18 0.0932294 9.13537e-12
28.6569 -1.1291e-18 0.0932294 1.09052e-11
28.6579 -9.97456e-19 0.0932294 8.94911e-12
28.6589 -1.02639e-18 0.0932294 7.48236e-12
28.6599 -9.9991e-19 0.0932294 6.44629e-12
28.6609 -1.05016e-18 0.0932294 5.77325e-12
28.6619 -1.05494e-18 0.0932294 5.41197e-12
28.6629 -1.06399e-18 0.0932294 5.31089e-12
28.6639 -1.05314e-18 0.0932294 5.43066e-12
28.6649 -1.05507e-18 0.0932294 5.73474e-12
28.6659 -1.0229e-18 0.0932294 6.19472e-12
28.6669 -1.01063e-18 0.0932294 6.78252e-12
28.6679 -1.02536e-18 0.0932294 7.47412e-12
28.6689 -1.04435e-18 0.0932294 8.2576e-12
28.6699 -1.06192e-18 0.0932294 9.11512e-12
28.6709 -1.03401e-18 0.0932294 6.39368e-12
28.6719 -9.96161e-19 0.0932294 4.28811e-12
28.6729 -1.01231e-18 0.0932294 2.71954e-12
28.6739 -1.01709e-18 0.0932294 1.60395e-12
28.6749 -1.05313e-18 0.0932294 8.76979e-13
28.6759 -1.03233e-18 0.0932294 4.76816e-13
28.6769 -1.00585e-18 0.0932294 3.57212e-13
28.6779 -9.66575e-19 0.0932294 4.72821e-13
28.6789 -9.65671e-19 0.0932294 7.86744e-13
28.6799 -1.01308e-18 0.0932294 1.27121e-12
28.6809 -1.03349e-18 0.0932294 1.8929e-12
28.6819 -1.05959e-18 0.0932294 2.62909e-12
28.6829 -1.03453e-18 0.0932294 3.45657e-12
28.6839 -1.05494e-18 0.0932294 7.2444e-13
28.6849 -1.07535e-18 0.0932294 -1.38023e-12
28.6859 -1.0645e-18 0.0932294 -2.93719e-12
28.6869 -1.08491e-18 0.0932294 -4.03315e-12
28.6879 -1.0968e-18 0.0932294 -4.73472e-12
28.6889 -1.103e-18 0.0932294 -5.10469e-12
28.6899 -1.07367e-18 0.0932294 -5.19109e-12
28.6909 -1.04008e-18 0.0932294 -5.03793e-12
28.6919 -1.03065e-18 0.0932294 -4.68479e-12
28.6929 -1.0539e-18 0.0932294 -4.16359e-12
28.6939 -1.08284e-18 0.0932294 -3.50262e-12
28.6949 -1.09189e-18 0.0932294 -2.72319e-12
28.6959 -1.08956e-18 0.0932294 -1.84639e-12
28.6969 -1.04176e-18 0.0932294 -4.52797e-12
28.6979 -1.06217e-18 0.0932294 -6.57837e-12
28.6989 -1.07832e-18 0.0932294 -8.08185e-12
28.6999 -1.10015e-18 0.0932294 -9.12132e-12
28.7009 -1.10777e-18 0.0932294 -9.77067e-12
28.7019 -1.11682e-18 0.0932294 -1.00912e-11
28.7029 -1.11591e-18 0.0932294 -1.01306e-11
28.7039 -1.11785e-18 0.0932294 -9.93271e-12
28.7049 -1.09421e-18 0.0932294 -9.53961e-12
28.7059 -1.08478e-18 0.0932294 -8.98168e-12
28.7069 -1.05261e-18 0.0932294 -8.28772e-12
28.7079 -1.05455e-18 0.0932294 -7.48234e-12
28.7089 -1.21565e-18 0.0932294 -2.94691e-12
28.7099 -1.20337e-18 0.0932294 1.11345e-12
28.7108 -1.19678e-18 0.0932294 4.7477e-12
28.7118 -1.07651e-18 0.0932294 4.37569e-12
28.7128 -1.09834e-18 0.0932294 4.24803e-12
28.7138 -1.07754e-18 0.0932294 4.33849e-12
28.7148 -1.08232e-18 0.0932294 4.61109e-12
28.7158 -1.06436e-18 0.0932294 5.04259e-12
28.7168 -1.08051e-18 0.0932294 5.6045e-12
28.7178 -1.06824e-18 0.0932294 6.27438e-12
28.7188 -1.05597e-18 0.0932294 7.03781e-12
28.7198 -1.04653e-18 0.0932294 7.87482e-12
28.7208 -1.00442e-18 0.0932294 8.77407e-12
28.7218 -1.02625e-18 0.0932294 9.72114e-12
28.7228 -1.03529e-18 0.0932294 1.07085e-11
28.7238 -1.03439e-18 0.0932294 1.17249e-11
28.7248 -9.65273e-19 0.0932294 9.12509e-12
28.7258 -1.00842e-18 0.0932294 7.11036e-12
28.7268 -1.02031e-18 0.0932294 5.60934e-12
28.7278 -9.88139e-19 0.0932294 4.54435e-12
28.7288 -1.00713e-18 0.0932294 3.85266e-12
28.7298 -1.00338e-18 0.0932294 3.47287e-12
28.7308 -1.02379e-18 0.0932294 3.35913e-12
28.7318 -1.01152e-18 0.0932294 3.46834e-12
28.7328 -9.96406e-19 0.0932294 3.76653e-12
28.7338 -1.02961e-18 0.0932294 4.22077e-12
28.7348 -1.0486e-18 0.0932294 4.80294e-12
28.7358 -1.0548e-18 0.0932294 5.49284e-12
28.7368 -1.03116e-18 0.0932294 6.27128e-12
28.7378 -9.62041e-19 0.0932294 3.48605e-12
28.7388 -9.71084e-19 0.0932294 1.32879e-12
28.7398 -1.00002e-18 0.0932294 -2.8022e-13
28.7408 -1.01049e-18 0.0932294 -1.42476e-12
28.7418 -1.03516e-18 0.0932294 -2.17663e-12
28.7428 -1.06126e-18 0.0932294 -2.59252e-12
28.7438 -1.07883e-18 0.0932294 -2.72769e-12
28.7448 -1.09355e-18 0.0932294 -2.62843e-12
28.7458 -1.10544e-18 0.0932294 -2.32959e-12
28.7468 -1.11164e-18 0.0932294 -1.86289e-12
28.7478 -1.10931e-18 0.0932294 -1.25549e-12
28.7488 -1.0942e-18 0.0932294 -5.30607e-13
28.7498 -1.05066e-18 0.0932294 2.93794e-13
28.7508 -1.12081e-18 0.0932294 -2.44109e-12
28.7518 -1.11991e-18 0.0932294 -4.54637e-12
28.7528 -1.14458e-18 0.0932294 -6.09737e-12
28.7538 -1.15078e-18 0.0932294 -7.18088e-12
28.7548 -1.14988e-18 0.0932294 -7.86836e-12
28.7558 -1.13192e-18 0.0932294 -8.22388e-12
28.7568 -1.14096e-18 0.0932294 -8.29554e-12
28.7578 -1.1358e-18 0.0932294 -8.1303e-12
28.7588 -1.09226e-18 0.0932294 -7.76829e-12
28.7598 -1.08425e-18 0.0932294 -7.23907e-12
28.7608 -1.04782e-18 0.0932294 -6.5689e-12
28.7618 -1.04123e-18 0.0932294 -5.78214e-12
28.7628 -9.86323e-19 0.0932294 -4.90152e-12
28.7638 -8.40468e-19 0.0932294 -7.58036e-12
28.7648 -9.27671e-19 0.0932294 -9.63176e-12
28.7658 -9.59451e-19 0.0932294 -1.1128e-11
28.7668 -9.91231e-19 0.0932294 -1.21552e-11
28.7678 -1.01591e-18 0.0932294 -1.27852e-11
28.7688 -1.10879e-18 0.0932294 -9.44268e-12
28.7698 -1.11499e-18 0.0932294 -6.37475e-12
28.7708 -1.11693e-18 0.0932294 -3.56629e-12
28.7718 -1.09471e-18 0.0932294 -9.81104e-13
28.7728 -1.08244e-18 0.0932294 1.41383e-12
28.7738 -1.05595e-18 0.0932294 3.64299e-12
28.7748 -1.06358e-18 0.0932294 5.72743e-12
28.7758 -1.08683e-18 0.0932294 7.68236e-12
28.7768 -1.10298e-18 0.0932294 9.52758e-12
28.7778 -9.59965e-19 0.0932294 7.63853e-12
28.7788 -9.80377e-19 0.0932294 6.22673e-12
28.7798 -9.8942e-19 0.0932294 5.23817e-12
28.7808 -1.00415e-18 0.0932294 4.60342e-12
28.7818 -1.01461e-18 0.0932294 4.2678e-12
28.7828 -9.86706e-19 0.0932294 4.18452e-12
28.7838 -9.87223e-19 0.0932294 4.31826e-12
28.7848 -9.67844e-19 0.0932294 4.63118e-12
28.7858 -9.88256e-19 0.0932294 5.09756e-12
28.7868 -9.94457e-19 0.0932294 5.68777e-12
28.7878 -9.96395e-19 0.0932294 6.38223e-12
28.7888 -1.01112e-18 0.0932294 7.16323e-12
28.7898 -1.0358e-18 0.0932294 8.01472e-12
28.7908 -9.69523e-19 0.0932294 5.28429e-12
28.7918 -1.00699e-18 0.0932294 3.16439e-12
28.7928 -1.01887e-18 0.0932294 1.58368e-12
28.7938 -1.01655e-18 0.0932294 4.59751e-13
28.7948 -1.02985e-18 0.0932294 -2.79944e-13
28.7958 -1.02611e-18 0.0932294 -6.9556e-13
28.7968 -1.06357e-18 0.0932294 -8.35727e-13
28.7978 -1.07972e-18 0.0932294 -7.43041e-13
28.7988 -1.06745e-18 0.0932294 -4.54917e-13
28.7998 -1.04807e-18 0.0932294 -5.12367e-16
28.8008 -1.05853e-18 0.0932294 5.89501e-13
28.8018 -1.06189e-18 0.0932294 1.29559e-12
28.8028 -1.0013e-18 0.0932294 2.09436e-12
28.8038 -1.00892e-18 0.0932294 -6.69008e-13
28.8048 -1.00091e-18 0.0932294 -2.80509e-12
28.8058 -1.02985e-18 0.0932294 -4.39069e-12
28.8068 -1.04174e-18 0.0932294 -5.51189e-12
28.8078 -1.04652e-18 0.0932294 -6.24055e-12
28.8088 -1.0243e-18 0.0932294 -6.6334e-12
28.8098 -1.03192e-18 0.0932294 -6.74192e-12
28.8108 -1.02107e-18 0.0932294 -6.60828e-12
28.8118 -1.05853e-18 0.0932294 -6.27432e-12
28.8128 -1.04199e-18 0.0932294 -5.76913e-12
28.8138 -9.99877e-19 0.0932294 -5.12239e-12
28.8148 -9.73393e-19 0.0932294 -4.36232e-12
28.8158 -1.01086e-18 0.0932294 -3.50916e-12
28.8168 -8.43686e-19 0.0932294 -6.21224e-12
28.8178 -8.71204e-19 0.0932294 -8.2851e-12
28.8188 -8.83089e-19 0.0932294 -9.80801e-12
28.8198 -8.765e-19 0.0932294 -1.08634e-11
28.8208 -9.08281e-19 0.0932294 -1.15255e-11
28.8218 -9.44324e-19 0.0932294 -1.18544e-11
28.8228 -9.68999e-19 0.0932294 -1.18993e-11
28.8238 -9.70937e-19 0.0932294 -1.17063e-11
28.8248 -1.20025e-18 0.0932294 -7.67233e-12
28.8258 -1.18229e-18 0.0932294 -4.02352e-12
28.8268 -1.12881e-18 0.0932294 -7.28772e-13
28.8278 -1.09806e-18 0.0932294 2.2656e-12
28.8288 -1.05878e-18 0.0932294 4.9971e-12
28.8298 -1.03799e-18 0.0932294 7.50462e-12
28.8308 -1.03992e-18 0.0932294 9.81767e-12
28.8318 -9.50911e-19 0.0932294 8.31818e-12
28.8328 -9.59954e-19 0.0932294 7.2328e-12
28.8338 -9.74681e-19 0.0932294 6.5186e-12
28.8348 -9.96514e-19 0.0932294 6.1146e-12
28.8358 -1.02403e-18 0.0932294 5.97148e-12
28.8368 -1.02881e-18 0.0932294 6.04609e-12
28.8378 -1.04496e-18 0.0932294 6.30628e-12
28.8388 -1.07816e-18 0.0932294 6.72359e-12
28.8398 -1.09289e-18 0.0932294 7.27077e-12
28.8408 -1.06214e-18 0.0932294 7.92264e-12
28.8418 -1.05555e-18 0.0932294 8.6625e-12
28.8428 -1.05465e-18 0.0932294 9.47509e-12
28.8438 -1.06369e-18 0.0932294 1.03493e-11
28.8448 -1.05e-18 0.0932294 7.63407e-12
28.8458 -1.04625e-18 0.0932294 5.52777e-12
28.8468 -1.0354e-18 0.0932294 3.95357e-12
28.8478 -1.02312e-18 0.0932294 2.82918e-12
28.8488 -1.05775e-18 0.0932294 2.09079e-12
28.8498 -1.07247e-18 0.0932294 1.67702e-12
28.8508 -1.06446e-18 0.0932294 1.53819e-12
28.8518 -1.04224e-18 0.0932294 1.63178e-12
28.8528 -1.03423e-18 0.0932294 1.9214e-12
28.8538 -1.0248e-18 0.0932294 2.37208e-12
28.8548 -1.00969e-18 0.0932294 2.96254e-12
28.8558 -1.02015e-18 0.0932294 3.66499e-12
28.8568 -1.01072e-18 0.0932294 4.46048e-12
28.8578 -1.02403e-18 0.0932294 1.69605e-12
28.8588 -1.01175e-18 0.0932294 -4.38266e-13
28.8598 -1.01796e-18 0.0932294 -2.01876e-12
28.8608 -1.00284e-18 0.0932294 -3.13208e-12
28.8618 -1.0133e-18 0.0932294 -3.85051e-12
28.8628 -1.03087e-18 0.0932294 -4.23499e-12
28.8638 -1.05697e-18 0.0932294 -4.33389e-12
28.8648 -1.06459e-18 0.0932294 -4.1953e-12
28.8658 -1.09779e-18 0.0932294 -3.85654e-12
28.8668 -1.0841e-18 0.0932294 -3.35144e-12
28.8678 -1.06756e-18 0.0932294 -2.70701e-12
28.8688 -1.05103e-18 0.0932294 -1.94351e-12
28.8698 -8.5259e-19 0.0932294 -4.72362e-12
28.8708 -8.60212e-19 0.0932294 -6.8627e-12
28.8718 -8.96256e-19 0.0932294 -8.44067e-12
28.8728 -9.33721e-19 0.0932294 -9.54247e-12
28.8738 -9.69765e-19 0.0932294 -1.02456e-11
28.8748 -9.70281e-19 0.0932294 -1.06089e-11
28.8758 -9.65113e-19 0.0932294 -1.06873e-11
28.8768 -9.55682e-19 0.0932294 -1.0528e-11
28.8778 -9.98831e-19 0.0932294 -1.01664e-11
28.8788 -1.03914e-18 0.0932294 -9.6339e-12
28.8798 -1.17039e-18 0.0932294 -5.32059e-12
28.8808 -1.17091e-18 0.0932294 -1.43805e-12
28.8818 -1.13022e-18 0.0932294 2.04757e-12
28.8828 -1.13926e-18 0.0932294 5.18866e-12
28.8838 -1.14688e-18 0.0932294 8.03975e-12
28.8848 -9.95342e-19 0.0932294 7.00123e-12
28.8858 -9.75963e-19 0.0932294 6.30794e-12
28.8868 -1.00632e-18 0.0932294 5.9287e-12
28.8878 -9.95471e-19 0.0932294 5.80977e-12
28.8888 -1.02299e-18 0.0932294 5.90991e-12
28.8898 -1.02777e-18 0.0932294 6.19768e-12
28.8908 -1.00555e-18 0.0932294 6.64229e-12
28.8918 -1.00464e-18 0.0932294 7.21649e-12
28.8927 -9.85264e-19 0.0932294 7.90269e-12
28.8937 -1.0071e-18 0.0932294 8.68389e-12
28.8947 -1.00335e-18 0.0932294 9.54556e-12
28.8957 -1.00529e-18 0.0932294 1.04714e-11
28.8967 -1.04844e-18 0.0932294 1.14514e-11
28.8977 -9.09687e-19 0.0932294 8.83447e-12
28.8987 -9.27256e-19 0.0932294 6.81605e-12
28.8997 -9.13562e-19 0.0932294 5.31886e-12
28.9007 -9.29711e-19 0.0932294 4.26498e-12
28.9017 -9.70018e-19 0.0932294 3.58479e-12
28.9027 -9.94693e-19 0.0932294 3.22343e-12
28.9037 -9.85262e-19 0.0932294 3.12729e-12
28.9047 -1.02273e-18 0.0932294 3.25619e-12
28.9057 -1.01045e-18 0.0932294 3.57388e-12
28.9067 -1.01523e-18 0.0932294 4.04741e-12
28.9077 -9.9017e-19 0.0932294 4.65054e-12
28.9087 -1.02337e-18 0.0932294 5.36563e-12
28.9097 -1.01536e-18 0.0932294 6.16705e-12
28.9107 -1.07556e-18 0.0932294 3.40667e-12
28.9117 -1.07608e-18 0.0932294 1.27006e-12
28.9127 -1.12491e-18 0.0932294 -3.14263e-13
28.9137 -1.13396e-18 0.0932294 -1.43838e-12
28.9147 -1.116e-18 0.0932294 -2.16969e-12
28.9157 -1.10088e-18 0.0932294 -2.5678e-12
28.9167 -1.1014e-18 0.0932294 -2.68568e-12
28.9177 -1.1076e-18 0.0932294 -2.56862e-12
28.9187 -1.12375e-18 0.0932294 -2.24875e-12
28.9197 -1.11432e-18 0.0932294 -1.76025e-12
28.9207 -1.11057e-18 0.0932294 -1.13045e-12
28.9217 -1.10825e-18 0.0932294 -3.86526e-13
28.9227 -1.11018e-18 0.0932294 4.5593e-13
28.9237 -1.13486e-18 0.0932294 -2.26177e-12
28.9247 -1.11974e-18 0.0932294 -4.34778e-12
28.9257 -1.10747e-18 0.0932294 -5.88067e-12
28.9267 -1.12362e-18 0.0932294 -6.94612e-12
28.9277 -1.12271e-18 0.0932294 -7.61756e-12
28.9287 -1.13602e-18 0.0932294 -7.95875e-12
28.9297 -1.09675e-18 0.0932294 -8.01948e-12
28.9307 -1.093e-18 0.0932294 -7.8462e-12
28.9317 -1.1191e-18 0.0932294 -7.47195e-12
28.9327 -1.08977e-18 0.0932294 -6.92793e-12
28.9337 -1.09029e-18 0.0932294 -6.24081e-12
28.9347 -1.10075e-18 0.0932294 -5.43441e-12
28.9357 -1.02027e-18 0.0932294 -8.16871e-12
28.9367 -1.02362e-18 0.0932294 -1.02606e-11
28.9377 -1.06535e-18 0.0932294 -1.17893e-11
28.9387 -1.10282e-18 0.0932294 -1.28451e-11
28.9397 -1.10333e-18 0.0932294 -1.34974e-11
28.9407 -1.17206e-18 0.0932294 -1.0172e-11
28.9417 -1.15695e-18 0.0932294 -7.11758e-12
28.9427 -1.13615e-18 0.0932294 -4.31673e-12
28.9437 -1.11819e-18 0.0932294 -1.73227e-12
28.9447 -1.14855e-18 0.0932294 6.64888e-13
28.9457 -1.12633e-18 0.0932294 2.89876e-12
28.9467 -1.10269e-18 0.0932294 4.98901e-12
28.9477 -1.06483e-18 0.0932294 6.9564e-12
28.9487 -1.06677e-18 0.0932294 8.81775e-12
28.9497 -1.09145e-18 0.0932294 1.05799e-11
28.9507 -9.79698e-19 0.0932294 8.6168e-12
28.9517 -9.95846e-19 0.0932294 7.14256e-12
28.9527 -1.04894e-18 0.0932294 6.10244e-12
28.9537 -1.05657e-18 0.0932294 5.42924e-12
28.9547 -1.08835e-18 0.0932294 5.06726e-12
28.9557 -1.08744e-18 0.0932294 4.97263e-12
28.9567 -1.11638e-18 0.0932294 5.09536e-12
28.9577 -1.13111e-18 0.0932294 5.40513e-12
28.9587 -1.11883e-18 0.0932294 5.86837e-12
28.9597 -1.09377e-18 0.0932294 6.46019e-12
28.9607 -1.09713e-18 0.0932294 7.16406e-12
28.9617 -1.09338e-18 0.0932294 7.95821e-12
28.9627 -1.07827e-18 0.0932294 8.82497e-12
28.9637 -1.1541e-18 0.0932294 6.11347e-12
28.9647 -1.13756e-18 0.0932294 4.0146e-12
28.9657 -1.11819e-18 0.0932294 2.45283e-12
28.9667 -1.09028e-18 0.0932294 1.34885e-12
28.9677 -1.08938e-18 0.0932294 6.28989e-13
28.9687 -1.10837e-18 0.0932294 2.34948e-13
28.9697 -1.07194e-18 0.0932294 1.14923e-13
28.9707 -1.0554e-18 0.0932294 2.25535e-13
28.9717 -1.06018e-18 0.0932294 5.33473e-13
28.9727 -1.07491e-18 0.0932294 1.00259e-12
28.9737 -1.07684e-18 0.0932294 1.61057e-12
28.9747 -1.11289e-18 0.0932294 2.32973e-12
28.9757 -1.0864e-18 0.0932294 3.1412e-12
28.9767 -1.19634e-18 0.0932294 3.88302e-13
28.9777 -1.22955e-18 0.0932294 -1.73923e-12
28.9787 -1.17748e-18 0.0932294 -3.32075e-12
28.9797 -1.16947e-18 0.0932294 -4.43218e-12
28.9807 -1.14441e-18 0.0932294 -5.14815e-12
28.9817 -1.14635e-18 0.0932294 -5.52874e-12
28.9827 -1.17813e-18 0.0932294 -5.62447e-12
28.9837 -1.16728e-18 0.0932294 -5.48331e-12
28.9847 -1.10384e-18 0.0932294 -5.14155e-12
28.9857 -1.07736e-18 0.0932294 -4.62929e-12
28.9867 -1.07788e-18 0.0932294 -3.97611e-12
28.9877 -1.09545e-18 0.0932294 -3.20253e-12
28.9887 -1.13575e-18 0.0932294 -2.32995e-12
28.9897 -9.71423e-19 0.0932294 -5.01721e-12
28.9907 -9.64834e-19 0.0932294 -7.07355e-12
28.9917 -9.56824e-19 0.0932294 -8.58223e-12
28.9927 -1.01987e-18 0.0932294 -9.62721e-12
28.9937 -1.03744e-18 0.0932294 -1.02795e-11
28.9947 -1.00101e-18 0.0932294 -1.06026e-11
28.9957 -1.01289e-18 0.0932294 -1.06482e-11
28.9967 -1.00488e-18 0.0932294 -1.04575e-11
28.9977 -1.17877e-18 0.0932294 -6.43289e-12
28.9987 -1.17645e-18 0.0932294 -2.79743e-12
28.9997 -1.15991e-18 0.0932294 4.80614e-13
29.0007 -1.16043e-18 0.0932294 3.45361e-12
29.0017 -1.10268e-18 0.0932294 6.16269e-12
29.0027 -1.09609e-18 0.0932294 8.64602e-12
29.0037 -1.04403e-18 0.0932294 7.29383e-12
29.0047 -1.04028e-18 0.0932294 6.3389e-12
29.0057 -1.02801e-18 0.0932294 5.73492e-12
29.0067 -1.05552e-18 0.0932294 5.42763e-12
29.0077 -1.02335e-18 0.0932294 5.37054e-12
29.0087 -1.02103e-18 0.0932294 5.52103e-12
29.0097 -1.02581e-18 0.0932294 5.84931e-12
29.0107 -1.04338e-18 0.0932294 6.32226e-12
29.0117 -1.03679e-18 0.0932294 6.91826e-12
29.0127 -1.04867e-18 0.0932294 7.615e-12
29.0137 -1.04635e-18 0.0932294 8.39817e-12
29.0147 -1.04402e-18 0.0932294 9.25173e-12
29.0157 -1.0218e-18 0.0932294 1.01601e-11
29.0167 -9.76845e-19 0.0932294 7.47404e-12
29.0177 -9.91573e-19 0.0932294 5.38703e-12
29.0187 -1.0063e-18 0.0932294 3.82562e-12
29.0197 -1.00966e-18 0.0932294 2.70756e-12
29.0207 -1.02723e-18 0.0932294 1.96813e-12
29.0217 -1.07322e-18 0.0932294 1.54616e-12
29.0227 -1.06095e-18 0.0932294 1.39408e-12
29.0237 -1.0302e-18 0.0932294 1.4683e-12
29.0247 -1.04493e-18 0.0932294 1.73437e-12
29.0257 -1.07386e-18 0.0932294 2.16567e-12
29.0267 -1.09143e-18 0.0932294 2.73556e-12
29.0277 -1.11611e-18 0.0932294 3.41743e-12
29.0287 -1.12089e-18 0.0932294 4.19524e-12
29.0297 -1.14841e-18 0.0932294 1.41088e-12
29.0307 -1.1134e-18 0.0932294 -7.43341e-13
29.0317 -1.13523e-18 0.0932294 -2.34745e-12
29.0327 -1.13859e-18 0.0932294 -3.48461e-12
29.0337 -1.15332e-18 0.0932294 -4.22417e-12
29.0347 -1.17231e-18 0.0932294 -4.62932e-12
29.0357 -1.17282e-18 0.0932294 -4.75131e-12
29.0367 -1.1435e-18 0.0932294 -4.634e-12
29.0377 -1.14543e-18 0.0932294 -4.31683e-12
29.0387 -1.109e-18 0.0932294 -3.83067e-12
29.0397 -1.11378e-18 0.0932294 -3.20102e-12
29.0407 -1.10009e-18 0.0932294 -2.45633e-12
29.0417 -1.08071e-18 0.0932294 -1.61709e-12
29.0427 -1.06133e-18 0.0932294 -4.33852e-12
29.0437 -1.03627e-18 0.0932294 -6.43344e-12
29.0447 -1.03394e-18 0.0932294 -7.98051e-12
29.0457 -1.0373e-18 0.0932294 -9.05888e-12
29.0467 -1.0435e-18 0.0932294 -9.74021e-12
29.0477 -1.04686e-18 0.0932294 -1.00916e-11
29.0487 -1.03601e-18 0.0932294 -1.01665e-11
29.0497 -1.05074e-18 0.0932294 -1.00098e-11
29.0507 -1.05125e-18 0.0932294 -9.65316e-12
29.0517 -1.25641e-18 0.0932294 -5.48984e-12
29.0527 -1.26119e-18 0.0932294 -1.73514e-12
29.0537 -1.24323e-18 0.0932294 1.64354e-12
29.0547 -1.21248e-18 0.0932294 4.69366e-12
29.0557 -1.16042e-18 0.0932294 7.46268e-12
29.0567 -1.06288e-18 0.0932294 6.35076e-12
29.0577 -1.05487e-18 0.0932294 5.5925e-12
29.0587 -1.05112e-18 0.0932294 5.15365e-12
29.0597 -1.03601e-18 0.0932294 4.97786e-12
29.0607 -1.02516e-18 0.0932294 5.02647e-12
29.0617 -1.02994e-18 0.0932294 5.26636e-12
29.0627 -1.03045e-18 0.0932294 5.66156e-12
29.0637 -1.01534e-18 0.0932294 6.18799e-12
29.0647 -1.03575e-18 0.0932294 6.81938e-12
29.0657 -1.04905e-18 0.0932294 7.53807e-12
29.0667 -1.05099e-18 0.0932294 8.32707e-12
29.0677 -1.07709e-18 0.0932294 9.17854e-12
29.0687 -1.07903e-18 0.0932294 1.00782e-11
29.0697 -1.08096e-18 0.0932294 7.3788e-12
29.0707 -1.06016e-18 0.0932294 5.27935e-12
29.0717 -1.03226e-18 0.0932294 3.70535e-12
29.0727 -1.02993e-18 0.0932294 2.5746e-12
29.0737 -1.01055e-18 0.0932294 1.82433e-12
29.0746 -1.03097e-18 0.0932294 1.39312e-12
29.0756 -1.03859e-18 0.0932294 1.22745e-12
29.0766 -1.04479e-18 0.0932294 1.2873e-12
29.0776 -1.03678e-18 0.0932294 1.53648e-12
29.0786 -1.05293e-18 0.0932294 1.9469e-12
29.0796 -1.06339e-18 0.0932294 2.49259e-12
29.0806 -1.03833e-18 0.0932294 3.1485e-12
29.0816 -1.02037e-18 0.0932294 3.89416e-12
29.0826 -1.02515e-18 0.0932294 1.07345e-12
29.0836 -1.01998e-18 0.0932294 -1.11864e-12
29.0846 -1.04466e-18 0.0932294 -2.76278e-12
29.0856 -1.03523e-18 0.0932294 -3.94072e-12
29.0866 -1.02011e-18 0.0932294 -4.72253e-12
29.0876 -1.05331e-18 0.0932294 -5.17205e-12
29.0886 -1.02683e-18 0.0932294 -5.33721e-12
29.0896 -9.9182e-19 0.0932294 -5.26194e-12
29.0906 -9.90916e-19 0.0932294 -4.98291e-12
29.0916 -9.70116e-19 0.0932294 -4.53247e-12
29.0926 -9.5358e-19 0.0932294 -3.94113e-12
29.0936 -9.24254e-19 0.0932294 -3.23212e-12
29.0946 -9.46087e-19 0.0932294 -2.42435e-12
29.0956 -8.08758e-19 0.0932294 -5.17455e-12
29.0966 -8.53328e-19 0.0932294 -7.29114e-12
29.0976 -8.6095e-19 0.0932294 -8.85575e-12
29.0986 -9.09784e-19 0.0932294 -9.95194e-12
29.0996 -9.31617e-19 0.0932294 -1.06513e-11
29.1006 -9.59134e-19 0.0932294 -1.10179e-11
29.1016 -1.01649e-18 0.0932294 -1.1101e-11
29.1026 -1.02412e-18 0.0932294 -1.09427e-11
29.1036 -1.04737e-18 0.0932294 -1.0581e-11
29.1046 -1.08768e-18 0.0932294 -1.0052e-11
29.1056 -1.26441e-18 0.0932294 -5.7426e-12
29.1066 -1.23082e-18 0.0932294 -1.86419e-12
29.1076 -1.17876e-18 0.0932294 1.62283e-12
29.1086 -1.19632e-18 0.0932294 4.76902e-12
29.1096 -1.12863e-18 0.0932294 7.6264e-12
29.1106 -1.08367e-18 0.0932294 6.59803e-12
29.1116 -1.08419e-18 0.0932294 5.91905e-12
29.1126 -1.07902e-18 0.0932294 5.55475e-12
29.1136 -1.08806e-18 0.0932294 5.4541e-12
29.1146 -1.06868e-18 0.0932294 5.57529e-12
29.1156 -1.10757e-18 0.0932294 5.88164e-12
29.1166 -1.14788e-18 0.0932294 6.34079e-12
29.1176 -1.14129e-18 0.0932294 6.93369e-12
29.1186 -1.12191e-18 0.0932294 7.63446e-12
29.1196 -1.09116e-18 0.0932294 8.42955e-12
29.1206 -1.09452e-18 0.0932294 9.29594e-12
29.1216 -1.09788e-18 0.0932294 1.02197e-11
29.1226 -1.12398e-18 0.0932294 7.55041e-12
29.1236 -1.07618e-18 0.0932294 5.48013e-12
