Mass of chassis: 1.25
Time X Y Z
1.39501 2.00014e-18 0.0989066 3.7835e-10
1.39601 1.59287e-18 0.0992269 3.6915e-10
1.39701 1.32202e-18 0.0995377 3.62425e-10
1.39801 1.14354e-18 0.0998386 3.56682e-10
1.39901 9.58669e-19 0.10013 3.51777e-10
1.40001 7.95824e-19 0.100411 3.47586e-10
1.40101 6.71348e-19 0.100682 3.44006e-10
1.40201 5.36925e-19 0.100944 3.40947e-10
1.40301 4.34476e-19 0.101196 3.38334e-10
1.40401 3.46238e-19 0.101438 3.36102e-10
1.40501 2.73632e-19 0.10167 3.34196e-10
1.40601 2.06e-19 0.101893 3.32567e-10
1.40701 1.47604e-19 0.102105 3.31175e-10
1.40801 1.0342e-19 0.102308 3.29987e-10
1.40901 5.63935e-20 0.102501 3.28971e-10
1.41001 2.49988e-20 0.102684 3.28103e-10
1.41101 -7.81685e-21 0.102858 3.27362e-10
1.41201 -3.35271e-20 0.103021 3.26729e-10
1.41301 -5.3553e-20 0.103175 3.26188e-10
1.41401 -6.50524e-20 0.103319 3.25726e-10
1.41501 -7.9394e-20 0.103453 3.25332e-10
1.41601 -9.58672e-20 0.103577 3.24994e-10
1.41701 -1.06656e-19 0.103692 3.24706e-10
1.41801 -1.11761e-19 0.103796 3.2446e-10
1.41901 -1.13312e-19 0.103891 3.2425e-10
1.42001 -1.2197e-19 0.103976 3.2407e-10
1.42101 -1.29916e-19 0.104052 3.23917e-10
1.42201 -1.37153e-19 0.104117 3.23786e-10
1.42301 -1.41547e-19 0.104173 3.23674e-10
1.42401 -1.38125e-19 0.104219 3.23578e-10
1.42501 -1.48913e-19 0.104255 3.23497e-10
1.42601 -1.55439e-19 0.104281 3.23427e-10
1.42701 -1.67294e-19 0.104297 3.23367e-10
1.42801 -1.83412e-19 0.104304 3.23316e-10
1.42901 -1.90293e-19 0.104301 3.23273e-10
1.43001 -2.01792e-19 0.104288 3.23235e-10
1.43101 -2.07607e-19 0.104265 3.23204e-10
1.43201 -2.08448e-19 0.104232 3.23177e-10
1.43301 -2.19237e-19 0.10419 3.23153e-10
1.43401 -2.03914e-19 0.104137 3.23134e-10
1.43501 -2.19854e-19 0.104075 3.23117e-10
1.43601 -2.10215e-19 0.104004 3.23102e-10
1.43701 -2.28287e-19 0.103922 3.2309e-10
1.43801 -2.27884e-19 0.10383 3.23079e-10
1.43901 -2.22153e-19 0.103729 3.2307e-10
1.44001 -2.05053e-19 0.103618 3.23063e-10
1.44101 -2.27744e-19 0.103497 3.23056e-10
1.44201 -2.13486e-19 0.103366 3.2305e-10
1.44301 -2.04202e-19 0.103226 3.23046e-10
1.44401 -2.27603e-19 0.103075 3.23042e-10
1.44501 -2.30398e-19 0.102915 3.23038e-10
1.44601 -2.33193e-19 0.102745 3.23035e-10
1.44701 -2.35989e-19 0.102565 3.23032e-10
1.44801 -2.49087e-19 0.102376 3.2303e-10
1.44901 -2.62185e-19 0.102176 3.23028e-10
1.45001 -2.76704e-19 0.101967 3.23027e-10
1.45101 -2.71328e-19 0.101748 3.23025e-10
1.45201 -2.66663e-19 0.101519 3.23024e-10
1.45301 -2.61997e-19 0.101281 3.23023e-10
1.45401 -2.687e-19 0.101032 3.23022e-10
1.45501 -2.76469e-19 0.100774 3.23022e-10
1.45601 -2.74291e-19 0.100506 3.23021e-10
1.45701 -2.92008e-19 0.100228 3.23021e-10
1.45801 -3.09724e-19 0.0999402 3.2302e-10
1.45901 -1.98727e-18 0.0996436 3.20693e-10
1.46001 -5.4497e-18 0.0993386 3.16516e-10
1.46101 -7.05903e-18 0.0990257 3.11013e-10
1.46201 -3.90488e-18 0.0987053 3.04599e-10
1.46301 -1.47833e-18 0.0983779 2.97576e-10
1.46401 -1.81057e-17 0.098044 2.93819e-10
1.46501 -1.56564e-17 0.0977042 2.9302e-10
1.46601 -2.70883e-17 0.0973588 2.9121e-10
1.46701 -2.473e-17 0.0970085 2.88708e-10
1.46801 -3.26063e-17 0.0966538 2.85783e-10
1.46901 -5.07144e-17 0.0962951 2.82616e-10
1.47001 -4.55622e-17 0.095933 2.83042e-10
1.47101 -5.06418e-17 0.0955681 2.86756e-10
1.47201 -5.28111e-17 0.0952008 2.89786e-10
1.47301 -5.64412e-17 0.0948318 2.92256e-10
1.47401 -7.32164e-17 0.0944615 2.944e-10
1.47501 -9.29474e-17 0.0940905 2.96326e-10
1.47601 -6.60128e-17 0.0937193 2.98266e-10
1.47701 -5.9394e-17 0.0933485 3.00378e-10
1.47801 -6.15036e-17 0.0929785 3.02628e-10
1.47901 -3.88067e-17 0.0926101 3.05146e-10
1.48001 -6.85876e-17 0.0922435 3.08186e-10
1.48101 -3.71368e-17 0.0918795 3.1171e-10
1.48201 -4.06561e-17 0.0915185 3.15843e-10
1.48301 -6.46163e-17 0.0911609 3.22307e-10
1.48401 -5.6585e-17 0.0908074 3.3087e-10
1.48501 -8.63886e-17 0.0904585 3.43201e-10
1.48601 -8.99761e-17 0.0901145 3.55114e-10
1.48701 -5.26705e-17 0.089776 3.66615e-10
1.48801 -5.61897e-17 0.0894435 3.78032e-10
1.48901 -6.25284e-17 0.0891174 3.91224e-10
1.49001 -7.75756e-17 0.0887982 4.05947e-10
1.49101 -8.07538e-17 0.0884864 4.21988e-10
1.49201 -8.2113e-17 0.0881822 4.41009e-10
1.49301 -7.03755e-17 0.0878863 4.64324e-10
1.49401 -7.75328e-17 0.0875989 4.87741e-10
1.49501 -6.71822e-17 0.0873205 5.11253e-10
1.49601 -7.86994e-17 0.0870515 5.31247e-10
1.49701 -7.69606e-17 0.0867921 5.49899e-10
1.49801 -6.51265e-17 0.0865428 5.71074e-10
1.49901 -7.33013e-17 0.0863039 5.94327e-10
1.50001 -7.71559e-17 0.0860756 6.15708e-10
1.50101 -7.5781e-17 0.0858584 6.35484e-10
1.50201 -6.34921e-17 0.0856524 6.53925e-10
1.50301 -4.66899e-17 0.085458 6.71181e-10
1.50401 -4.30866e-17 0.0852754 6.87442e-10
1.50501 -3.75508e-17 0.0851048 7.04682e-10
1.50601 -3.38339e-17 0.0849464 7.24482e-10
1.50701 -2.87584e-17 0.0848004 7.42766e-10
1.50801 -2.33078e-17 0.0846671 7.59735e-10
1.50901 -1.70671e-17 0.0845465 7.75495e-10
1.51001 -1.29636e-17 0.0844388 7.91998e-10
1.51101 -2.74386e-18 0.0843441 8.09101e-10
1.51201 9.52228e-18 0.0842625 8.26642e-10
1.51301 4.48529e-18 0.0841941 8.44472e-10
1.51401 2.42689e-18 0.0841389 8.6067e-10
1.51501 3.32719e-18 0.0840971 8.75356e-10
1.51601 2.45916e-17 0.0840686 8.88712e-10
1.51701 3.71278e-17 0.0840533 9.00889e-10
1.51801 4.82883e-17 0.0840514 9.11997e-10
1.51901 5.07689e-17 0.0840628 9.2213e-10
1.52002 9.1289e-17 0.0840873 9.33171e-10
1.52102 1.11493e-16 0.084125 9.41277e-10
1.52202 9.37717e-17 0.0841758 9.50473e-10
1.52302 1.40209e-16 0.0842395 9.5868e-10
1.52402 1.48839e-16 0.0843159 9.65939e-10
1.52502 1.75e-16 0.0844051 9.72326e-10
1.52602 1.98298e-16 0.0845067 9.77854e-10
1.52702 2.36195e-16 0.0846206 9.84379e-10
1.52802 1.92361e-16 0.0847467 9.91661e-10
1.52902 2.03962e-16 0.0848846 9.99456e-10
1.53002 1.89164e-16 0.0850342 1.00394e-09
1.53102 1.44921e-16 0.0851952 1.00542e-09
1.53202 1.55919e-16 0.0853674 1.00798e-09
1.53302 1.4643e-16 0.0855504 1.00774e-09
1.53402 1.3103e-16 0.0857439 1.005e-09
1.53502 1.15565e-16 0.0859478 1.00194e-09
1.53602 1.03032e-16 0.0861615 9.98464e-10
1.53702 1.13774e-16 0.0863849 9.94587e-10
1.53802 8.95176e-17 0.0866175 9.90254e-10
1.53902 1.00203e-16 0.0868589 9.85421e-10
1.54002 9.04471e-17 0.0871089 9.83739e-10
1.54102 1.03997e-16 0.087367 9.80984e-10
1.54202 1.20503e-16 0.0876329 9.77236e-10
1.54302 1.3112e-16 0.087906 9.72602e-10
1.54402 1.12451e-16 0.088186 9.67112e-10
1.54502 1.05322e-16 0.0884726 9.60759e-10
1.54602 8.92906e-17 0.0887651 9.53502e-10
1.54702 8.48554e-17 0.0890633 9.49134e-10
1.54802 5.69212e-17 0.0893666 9.43401e-10
1.54902 6.95959e-17 0.0896747 9.3643e-10
1.55002 6.16364e-17 0.0899869 9.28308e-10
1.55102 6.82743e-17 0.090303 9.17376e-10
1.55202 5.22204e-17 0.0906224 9.02208e-10
1.55302 5.05364e-17 0.0909446 8.83618e-10
1.55402 4.58057e-17 0.0912692 8.61998e-10
1.55502 3.66184e-17 0.0915957 8.37865e-10
1.55602 7.08119e-18 0.0919236 8.15269e-10
1.55702 8.23942e-18 0.0922524 7.93897e-10
1.55802 2.09823e-17 0.0925817 7.73552e-10
1.55902 2.49827e-17 0.092911 7.53991e-10
1.56002 2.73915e-17 0.0932398 7.33313e-10
1.56102 2.69155e-17 0.0935676 7.15211e-10
1.56202 2.93953e-17 0.093894 6.95847e-10
1.56302 4.63589e-17 0.0942185 6.75291e-10
1.56402 5.1408e-17 0.0945406 6.51991e-10
1.56502 5.26146e-17 0.0948599 6.30073e-10
1.56602 4.0497e-17 0.0951759 6.09297e-10
1.56702 3.35295e-17 0.0954882 5.89481e-10
1.56802 2.42882e-17 0.0957964 5.7057e-10
1.56902 3.11109e-17 0.0960999 5.52347e-10
1.57002 3.38522e-17 0.0963984 5.3483e-10
1.57102 2.88174e-17 0.0966915 5.14182e-10
1.57202 2.8114e-17 0.0969787 4.9448e-10
1.57302 2.79108e-17 0.0972596 4.75556e-10
1.57402 2.32397e-17 0.097534 4.61058e-10
1.57502 2.20816e-17 0.0978013 4.46661e-10
1.57602 1.84678e-17 0.0980612 4.32264e-10
1.57702 1.59227e-17 0.0983135 4.17942e-10
1.57802 1.31161e-17 0.0985576 4.03626e-10
1.57902 1.12645e-17 0.0987933 3.89296e-10
1.58002 9.73118e-18 0.0990204 3.74956e-10
1.58102 8.30019e-18 0.0992384 3.64245e-10
1.58202 6.89194e-18 0.099447 3.51144e-10
1.58302 5.84749e-18 0.0996461 3.36014e-10
1.58402 4.80588e-18 0.0998354 3.23078e-10
1.58502 3.96322e-18 0.100015 3.12027e-10
1.58602 3.27972e-18 0.100185 3.02587e-10
1.58702 2.72981e-18 0.100344 2.94522e-10
1.58802 2.17989e-18 0.100494 2.87632e-10
1.58902 1.7465e-18 0.100635 2.81747e-10
1.59002 1.32449e-18 0.100765 2.76719e-10
1.59102 1.04174e-18 0.100886 2.72423e-10
1.59202 7.73196e-19 0.100997 2.68754e-10
1.59302 5.24551e-19 0.101098 2.65619e-10
1.59402 3.15697e-19 0.101189 2.62941e-10
1.59502 1.46633e-19 0.10127 2.60654e-10
1.59602 -1.39046e-20 0.101342 2.58699e-10
1.59702 -1.34652e-19 0.101403 2.5703e-10
1.59802 -2.63925e-19 0.101455 2.55604e-10
1.59902 -3.39198e-19 0.101497 2.54385e-10
1.60002 -4.22997e-19 0.10153 2.53344e-10
1.60102 -5.01111e-19 0.101552 2.52455e-10
1.60202 -5.28067e-19 0.101565 2.51696e-10
1.60302 -5.46496e-19 0.101568 2.51047e-10
1.60402 -5.8482e-19 0.101561 2.50492e-10
1.60502 -6.08933e-19 0.101544 2.50019e-10
1.60602 -6.54363e-19 0.101518 2.49614e-10
1.60702 -6.94108e-19 0.101481 2.49269e-10
1.60802 -7.33853e-19 0.101435 2.48973e-10
1.60902 -7.72177e-19 0.101379 2.48721e-10
1.61002 -8.10502e-19 0.101313 2.48506e-10
1.61102 -8.45984e-19 0.101238 2.48322e-10
1.61202 -8.78623e-19 0.101152 2.48164e-10
1.61302 -8.31683e-19 0.101057 2.4803e-10
1.61402 -8.55796e-19 0.100952 2.47915e-10
1.61502 -8.37277e-19 0.100837 2.47817e-10
1.61602 -8.78443e-19 0.100713 2.47733e-10
1.61702 -8.32923e-19 0.100578 2.47662e-10
1.61802 -8.84037e-19 0.100434 2.47601e-10
1.61902 -8.58412e-19 0.10028 2.47549e-10
1.62002 -8.55525e-19 0.100116 2.47504e-10
1.62102 -8.72533e-19 0.0999425 2.47466e-10
1.62202 6.90706e-19 0.0997596 2.45546e-10
1.62302 -4.29442e-18 0.0995678 2.42098e-10
1.62402 -3.54972e-18 0.0993674 2.3378e-10
1.62502 -3.64063e-18 0.0991587 2.25075e-10
1.62602 -8.0978e-19 0.0989421 2.16204e-10
1.62702 -1.66807e-18 0.0987178 2.07328e-10
1.62802 -6.9772e-18 0.0984862 1.98462e-10
1.62902 -9.3191e-18 0.0982478 1.89698e-10
1.63002 -4.33958e-18 0.0980027 1.81207e-10
1.63102 -5.19787e-18 0.0977515 1.72993e-10
1.63202 -1.89915e-19 0.0974944 1.65044e-10
1.63302 -8.27869e-18 0.097232 1.61101e-10
1.63402 -1.3548e-17 0.0969645 1.60673e-10
1.63502 -3.92696e-17 0.0966924 1.59672e-10
1.63602 -3.5876e-17 0.0964161 1.58282e-10
1.63702 -5.14113e-17 0.0961359 1.56558e-10
1.63802 -4.35725e-17 0.0958524 1.54655e-10
1.63902 -4.73526e-17 0.0955659 1.52767e-10
1.64002 -4.40734e-18 0.0952769 1.50983e-10
1.64102 7.37036e-19 0.0949857 1.49406e-10
1.64202 -4.08155e-17 0.0946929 1.48016e-10
1.64302 -3.87122e-17 0.0943988 1.46889e-10
1.64402 -1.6151e-17 0.0941038 1.46084e-10
1.64502 -2.85656e-17 0.0938084 1.45578e-10
1.64602 -5.98165e-18 0.0935131 1.45463e-10
1.64702 -2.41999e-17 0.0932182 1.4571e-10
1.64802 -4.83072e-17 0.0929241 1.46236e-10
1.64902 -1.01655e-16 0.0926314 1.47125e-10
1.65002 -1.08527e-16 0.0923403 1.44845e-10
1.65102 -1.21234e-16 0.0920514 1.43589e-10
1.65202 -1.31026e-16 0.091765 1.43351e-10
1.65302 -9.40972e-17 0.0914816 1.44025e-10
1.65402 -1.90326e-17 0.0912015 1.4556e-10
1.65502 -1.67389e-17 0.0909251 1.47783e-10
1.65602 -3.1953e-17 0.0906529 1.5077e-10
1.65702 -6.18327e-17 0.0903852 1.50867e-10
1.65802 -7.43524e-17 0.0901223 1.52037e-10
1.65902 -5.48153e-17 0.0898648 1.52466e-10
1.66002 -6.41546e-17 0.0896128 1.55873e-10
1.66102 -3.27713e-17 0.0893668 1.61861e-10
1.66202 -5.09327e-17 0.089127 1.70085e-10
1.66302 -5.88396e-17 0.0888939 1.80176e-10
1.66402 -5.95387e-17 0.0886677 1.91868e-10
1.66502 -6.60984e-17 0.0884488 2.01313e-10
1.66602 -5.95273e-17 0.0882374 2.08876e-10
1.66702 -6.31652e-17 0.0880338 2.14935e-10
1.66802 -5.66509e-17 0.0878383 2.21523e-10
1.66902 -5.88564e-17 0.0876512 2.28543e-10
1.67002 -5.22966e-17 0.0874727 2.35933e-10
1.67102 -5.45931e-17 0.087303 2.4365e-10
1.67202 -4.7067e-17 0.0871424 2.48034e-10
1.67302 -4.12689e-17 0.086991 2.5508e-10
1.67402 -3.34699e-17 0.086849 2.64343e-10
1.67502 -2.72967e-17 0.0867167 2.75432e-10
1.67602 -2.25786e-17 0.0865942 2.84478e-10
1.67702 -1.33586e-17 0.0864817 2.95457e-10
1.67802 -1.71898e-17 0.0863792 3.08045e-10
1.67902 -2.97635e-17 0.0862869 3.18338e-10
1.68002 -7.36149e-18 0.0862049 3.26651e-10
1.68102 4.894e-18 0.0861332 3.33326e-10
1.68202 8.45243e-18 0.0860721 3.38606e-10
1.68302 2.37661e-17 0.0860214 3.46355e-10
1.68402 2.74382e-17 0.0859813 3.52548e-10
1.68502 1.64902e-17 0.0859518 3.5741e-10
1.68602 6.09532e-17 0.085933 3.62965e-10
1.68702 7.34247e-17 0.0859247 3.69081e-10
1.68802 1.06223e-16 0.0859269 3.79261e-10
1.68902 1.16012e-16 0.0859398 3.92816e-10
1.69002 1.20014e-16 0.0859631 4.05526e-10
1.69102 1.15011e-16 0.0859968 4.21068e-10
1.69202 1.09981e-16 0.0860409 4.35314e-10
1.69302 5.23985e-17 0.0860953 4.48371e-10
1.69402 6.47848e-17 0.0861598 4.60335e-10
1.69502 1.06366e-16 0.0862343 4.73105e-10
1.69602 5.45871e-17 0.0863187 4.88277e-10
1.69702 9.58726e-17 0.0864129 5.05354e-10
1.69802 1.19605e-16 0.0865166 5.23909e-10
1.69902 1.49431e-16 0.0866298 5.43582e-10
1.70002 7.42381e-17 0.0867521 5.60446e-10
1.70102 1.03893e-16 0.0868835 5.74841e-10
1.70202 1.2779e-16 0.0870236 5.87049e-10
1.70302 9.33604e-17 0.0871723 5.97275e-10
1.70402 1.28893e-16 0.0873294 6.05761e-10
1.70502 1.00125e-16 0.0874944 6.09091e-10
1.70602 1.17957e-16 0.0876674 6.11601e-10
1.70702 1.47493e-16 0.0878478 6.13352e-10
1.70802 1.47936e-16 0.0880355 6.14385e-10
1.70902 1.77551e-16 0.0882301 6.14671e-10
1.71002 9.63222e-17 0.0884315 6.14328e-10
1.71102 1.08294e-16 0.0886391 6.0973e-10
1.71202 9.69476e-17 0.0888528 6.05057e-10
1.71302 4.76417e-17 0.0890722 6.00337e-10
1.71402 5.65491e-17 0.089297 5.95479e-10
1.71502 1.00506e-16 0.0895268 5.90477e-10
1.71602 2.78205e-17 0.0897613 5.85351e-10
1.71702 3.36982e-17 0.0900001 5.80033e-10
1.71802 6.00338e-17 0.0902429 5.74467e-10
1.71902 8.90524e-17 0.0904893 5.6504e-10
1.72002 3.64666e-17 0.090739 5.55887e-10
1.72102 4.20885e-17 0.0909915 5.46926e-10
1.72202 5.93121e-17 0.0912466 5.3816e-10
1.72302 1.0286e-16 0.0915037 5.29488e-10
1.72402 1.28991e-16 0.0917626 5.2084e-10
1.72502 1.2595e-16 0.0920229 5.12228e-10
1.72602 1.52018e-16 0.0922842 5.03573e-10
1.72702 1.43139e-16 0.0925461 4.9848e-10
1.72802 1.19709e-16 0.0928082 4.89067e-10
1.72902 8.72738e-17 0.0930702 4.75944e-10
1.73002 6.33882e-17 0.0933316 4.59797e-10
1.73102 6.11827e-17 0.0935922 4.44734e-10
1.73202 7.64737e-17 0.0938514 4.30591e-10
1.73302 7.57575e-17 0.0941091 4.17221e-10
1.73403 7.76334e-17 0.0943647 4.00803e-10
1.73503 7.51437e-17 0.0946179 3.85409e-10
1.73603 6.81634e-17 0.0948684 3.74613e-10
1.73703 6.1166e-17 0.0951158 3.63963e-10
1.73803 5.10593e-17 0.0953597 3.53343e-10
1.73903 4.60913e-17 0.0955999 3.42726e-10
1.74003 3.95657e-17 0.0958359 3.35722e-10
1.74103 3.28696e-17 0.0960675 3.28058e-10
1.74203 2.68442e-17 0.0962944 3.23434e-10
1.74303 2.06484e-17 0.0965161 3.21351e-10
1.74403 1.58395e-17 0.0967325 3.21346e-10
1.74503 1.16274e-17 0.0969432 3.23027e-10
1.74603 1.03087e-17 0.0971479 3.26071e-10
1.74703 8.23967e-18 0.0973463 3.30094e-10
1.74803 6.42073e-18 0.0975382 3.29466e-10
1.74903 5.12476e-18 0.0977234 3.26688e-10
1.75003 3.91974e-18 0.0979015 3.20273e-10
1.75103 3.39683e-18 0.0980724 3.10792e-10
1.75203 2.37371e-18 0.0982357 2.98772e-10
1.75303 1.55522e-18 0.0983914 2.84644e-10
1.75403 -1.08226e-18 0.0985391 2.65145e-10
1.75503 8.27734e-19 0.0986788 2.44734e-10
1.75603 -1.95391e-19 0.0988102 2.23639e-10
1.75703 -4.22708e-19 0.0989331 2.01942e-10
1.75803 -1.96879e-18 0.0990474 1.79777e-10
1.75903 -3.06581e-18 0.099153 1.60876e-10
1.76003 -3.87862e-18 0.0992498 1.44787e-10
1.76103 -4.64595e-18 0.0993375 1.27436e-10
1.76203 -3.48344e-18 0.0994162 1.12696e-10
1.76303 -3.90119e-18 0.0994858 9.83848e-11
1.76403 -4.46672e-18 0.099546 8.447e-11
1.76503 -3.72486e-18 0.099597 7.09422e-11
1.76603 -3.75607e-18 0.0996386 5.7784e-11
1.76703 -4.23065e-18 0.0996709 4.49695e-11
1.76803 -4.01175e-18 0.0996938 3.24822e-11
1.76903 -4.47497e-18 0.0997072 2.03105e-11
1.77003 -4.89271e-18 0.0997112 8.44091e-12
1.77103 -3.88937e-18 0.0997059 -3.14108e-12
1.77203 -5.63725e-18 0.0996912 -1.08156e-11
1.77303 -5.1796e-18 0.0996673 -1.51537e-11
1.77403 -5.3586e-18 0.0996341 -2.02829e-11
1.77503 -6.17993e-18 0.0995917 -2.60848e-11
1.77603 -7.49012e-18 0.0995403 -3.05971e-11
1.77703 -5.57159e-18 0.0994799 -3.76266e-11
1.77803 -7.82538e-18 0.0994107 -4.31191e-11
1.77903 -7.669e-18 0.0993327 -5.09077e-11
1.78003 -7.60358e-18 0.0992461 -5.51461e-11
1.78103 -9.35714e-18 0.0991511 -5.99854e-11
1.78203 -4.8693e-18 0.0990478 -6.16952e-11
1.78303 -6.87297e-18 0.0989364 -6.0786e-11
1.78403 -1.29012e-17 0.0988171 -6.12883e-11
1.78503 -1.86679e-17 0.0986901 -5.93443e-11
1.78603 -1.64708e-17 0.0985555 -5.89566e-11
1.78703 -2.08221e-17 0.0984136 -5.99052e-11
1.78803 -2.149e-17 0.0982647 -6.19747e-11
1.78903 -1.92133e-17 0.0981089 -6.13614e-11
1.79003 -1.03542e-17 0.0979465 -6.20942e-11
1.79103 -1.89176e-17 0.0977777 -6.39353e-11
1.79203 -2.02657e-18 0.0976029 -6.3026e-11
1.79303 -1.79455e-17 0.0974222 -6.34056e-11
1.79403 -1.41512e-17 0.097236 -6.13121e-11
1.79503 -2.50622e-17 0.0970446 -6.0763e-11
1.79603 -2.39565e-17 0.0968482 -5.78413e-11
1.79703 -2.29134e-17 0.0966472 -5.64953e-11
1.79803 -3.35857e-17 0.0964418 -5.65344e-11
1.79903 -2.96379e-17 0.0962323 -5.4152e-11
1.80003 -3.44724e-17 0.0960191 -5.33011e-11
1.80103 -3.93012e-17 0.0958025 -5.37561e-11
1.80203 -2.80774e-17 0.0955828 -5.52806e-11
1.80303 -1.54211e-17 0.0953604 -5.40351e-11
1.80403 -1.42927e-17 0.0951355 -5.04773e-11
1.80503 -3.21273e-17 0.0949085 -4.85278e-11
1.80603 -3.39775e-17 0.0946797 -4.43811e-11
1.80703 -4.16826e-17 0.0944495 -4.19451e-11
1.80803 -5.22412e-17 0.0942182 -4.09868e-11
1.80903 -4.23816e-17 0.0939861 -4.12899e-11
1.81003 -5.14623e-17 0.0937536 -4.26798e-11
1.81103 -4.57637e-17 0.0935211 -4.12575e-11
1.81203 -4.45444e-17 0.0932888 -3.75109e-11
1.81303 -4.47745e-17 0.093057 -3.54403e-11
1.81403 -3.34427e-17 0.0928262 -3.12238e-11
1.81503 -2.72098e-17 0.0925966 -2.8758e-11
1.81603 -1.65317e-17 0.0923687 -2.41824e-11
1.81703 -2.94095e-17 0.0921426 -2.32125e-11
1.81803 -2.83039e-17 0.0919187 -2.53499e-11
1.81903 -3.15865e-17 0.0916974 -3.00562e-11
1.82003 -3.03444e-17 0.0914789 -3.14323e-11
1.82103 -3.2405e-17 0.0912636 -3.17317e-11
1.82203 -2.51659e-17 0.0910518 -3.4754e-11
1.82303 -2.10646e-17 0.0908437 -3.82707e-11
1.82403 -1.85094e-17 0.0906396 -3.8571e-11
1.82503 -1.54086e-17 0.0904399 -3.60999e-11
1.82603 -1.12334e-17 0.0902448 -3.48871e-11
1.82703 -6.73982e-18 0.0900546 -3.47782e-11
1.82803 -4.96341e-18 0.0898695 -3.19942e-11
1.82903 -5.29021e-18 0.0896898 -2.68985e-11
1.83003 -6.33891e-18 0.0895157 -2.35022e-11
1.83103 5.07246e-18 0.0893475 -1.792e-11
1.83203 -3.84337e-18 0.0891854 -1.41154e-11
1.83303 -8.405e-18 0.0890297 -1.18576e-11
1.83403 1.75571e-19 0.0888804 -7.28751e-12
1.83503 -1.31513e-17 0.0887378 -4.37824e-12
1.83603 -2.50713e-17 0.0886022 -2.83964e-12
1.83703 2.33863e-18 0.0884736 -2.44986e-12
1.83803 1.98124e-17 0.0883522 5.60014e-13
1.83903 3.72918e-17 0.0882383 2.20253e-12
1.84003 3.4353e-17 0.0881319 4.47857e-12
1.84103 5.03891e-18 0.0880332 3.65576e-12
1.84203 2.51786e-17 0.0879422 2.38827e-13
1.84303 5.13209e-17 0.0878592 -7.13885e-12
1.84403 4.84959e-17 0.0877842 -1.78344e-11
1.84503 6.02511e-17 0.0877172 -2.76293e-11
1.84603 6.30479e-17 0.0876584 -4.02115e-11
1.84703 8.90368e-17 0.0876078 -5.50721e-11
1.84803 1.00469e-16 0.0875655 -6.81655e-11
1.84903 9.44057e-17 0.0875315 -7.96593e-11
1.85003 8.53918e-17 0.0875058 -8.97502e-11
1.85103 1.17214e-16 0.0874885 -9.85688e-11
1.85203 9.94777e-17 0.0874795 -1.06264e-10
1.85303 1.07946e-16 0.0874789 -1.12963e-10
1.85403 1.33945e-16 0.0874865 -1.18763e-10
1.85503 1.57096e-16 0.0875024 -1.23741e-10
1.85603 1.45436e-16 0.0875266 -1.24337e-10
1.85703 1.22043e-16 0.0875589 -1.24829e-10
1.85803 9.27279e-17 0.0875994 -1.25215e-10
1.85903 9.54294e-17 0.0876478 -1.25465e-10
1.86003 8.06289e-17 0.0877042 -1.25556e-10
1.86103 9.78994e-17 0.0877684 -1.25491e-10
1.86203 8.31045e-17 0.0878403 -1.2527e-10
1.86303 7.99427e-17 0.0879197 -1.24855e-10
1.86403 5.34153e-17 0.0880066 -1.2423e-10
1.86503 9.6885e-17 0.0881009 -1.23421e-10
1.86603 9.96206e-17 0.0882022 -1.22393e-10
1.86703 9.94629e-17 0.0883105 -1.21159e-10
1.86803 1.22662e-16 0.0884256 -1.19738e-10
1.86903 9.6348e-17 0.0885473 -1.18105e-10
1.87003 1.25411e-16 0.0886755 -1.16249e-10
1.87103 8.74094e-17 0.0888098 -1.14183e-10
1.87203 9.01252e-17 0.0889502 -1.11872e-10
1.87303 7.82322e-17 0.0890963 -1.09368e-10
1.87403 9.26207e-17 0.0892479 -1.06626e-10
1.87503 8.6628e-17 0.0894049 -1.03698e-10
1.87603 8.64846e-17 0.089567 -1.0055e-10
1.87703 7.17409e-17 0.0897338 -9.72096e-11
1.87803 8.90114e-17 0.0899053 -9.36677e-11
1.87903 7.71723e-17 0.090081 -8.9891e-11
1.88003 6.8221e-17 0.0902608 -8.59453e-11
1.88103 7.40261e-17 0.0904444 -8.00687e-11
1.88203 5.06365e-17 0.0906314 -7.07214e-11
1.88303 6.21715e-17 0.0908217 -5.84616e-11
1.88403 5.62101e-17 0.0910149 -4.74257e-11
1.88503 6.05942e-17 0.0912107 -3.37937e-11
1.88603 3.72728e-17 0.0914089 -2.16157e-11
1.88703 4.6014e-17 0.0916091 -1.06877e-11
1.88803 4.0189e-17 0.0918111 -8.44301e-13
1.88903 4.24187e-17 0.0920146 8.05661e-12
1.89003 3.7381e-17 0.0922192 1.6099e-11
1.89103 4.25467e-17 0.0924247 2.33785e-11
1.89203 2.80218e-17 0.0926308 2.99991e-11
1.89303 1.92751e-17 0.0928372 3.60019e-11
1.89403 1.99928e-17 0.0930435 4.1541e-11
1.89503 1.78057e-17 0.0932495 4.66599e-11
1.89603 1.63577e-17 0.0934548 5.13908e-11
1.89703 1.34658e-17 0.0936593 5.57804e-11
1.89803 1.15858e-17 0.0938625 5.99678e-11
1.89903 1.0115e-17 0.0940642 6.39478e-11
1.90003 8.26905e-18 0.0942642 6.7749e-11
1.90103 5.67277e-18 0.094462 7.31631e-11
1.90203 4.42368e-18 0.0946575 7.62806e-11
